TableName , Field Name , Data Type , IsNull , Is Primary Key , Type Key ,Foreign Key , Multiple FK Type
"AssessmentLine","Event","varchar(17)","nullable","","typekey.AssessmentEvent","",""
"AssessmentLine","LoadCommandID","int8","nullable","","","",""
"AssessmentLine","Note","varchar(255)","nullable","","","",""
"AssessmentLine","StatusDate","timestamp","nullable","","","",""
"AssessmentLine","PMT_PayloadId","varchar(256)","not null","","","",""
"AssessmentSource","PMT_ID","varchar(100)","not null","primary key","","",""
"AssessmentSource","PMT_Parent","varchar(100)","nullable","","","FK to the table specified in PMT_Parent_Type column",""
"AssessmentSource","PMT_Parent_Type","varchar(30)","nullable","","","","APDIncident, BaggageIncident, CyberIncident_Ext, DwellingIncident, EAIncident_Ext, FixedPropertyIncident, Incident, InjuryIncident, LivingExpensesIncident, MobilePropertyIncident, OtherStructureIncident, ProLiabilityIncident_Ext, PropertyContentsIncident, PropertyIncident, TripIncident, VehicleIncident"
"AssessmentSource","AbstractReadyFlag_Ext","bool","nullable","","","",""
"AssessmentSource","Description","varchar(255)","nullable","","","",""
"AssessmentSource","LoadCommandID","int8","nullable","","","",""
"AssessmentSource","SourceName","varchar(255)","nullable","","","",""
"AssessmentSource","SourceType","varchar(17)","nullable","","typekey.AssessmentSource","",""
"AssessmentSource","Assessor","varchar(100)","nullable","","","FK to the table specified in Assessor_Type column",""
"AssessmentSource","Assessor_Type","varchar(30)","nullable","","","","Adjudicator, Attorney, AutoRepairShop, AutoTowingAgcy, Company, CompanyVendor, Doctor, InsuranceCompany, LawFirm, LegalVendor_Ext, LegalVenue, MedicalCareOrg, Person, PersonVendor, Place, UserContact"
"AssessmentSource","PMT_PayloadId","varchar(256)","not null","","","",""
"AssessmentSummary","PMT_ID","varchar(100)","not null","primary key","","",""
"AssessmentSummary","PMT_Parent","varchar(100)","nullable","","","entity.Claim",""
"AssessmentSummary","AbstractReadyFlag_Ext","bool","nullable","","","",""
"AssessmentSummary","Category","varchar(256)","not null","","","",""
"AssessmentSummary","LoadCommandID","int8","nullable","","","",""
"AssessmentSummary","Name","varchar(255)","nullable","","","",""
"AssessmentSummary","NormalizedScore","numeric(20,4)","nullable","","","",""
"AssessmentSummary","RawAssessmentReferenceID","varchar(256)","nullable","","","",""
"AssessmentSummary","RecommendedActionCode","varchar(256)","nullable","","","",""
"AssessmentSummary","RecommendedActionDescription","varchar(256)","nullable","","","",""
"AssessmentSummary","Score","numeric(20,4)","nullable","","","",""
"AssessmentSummary","ScoreDate","timestamp","not null","","","",""
"AssessmentSummary","ScorePercentile","numeric(20,4)","nullable","","","",""
"AssessmentSummary","TapID","varchar(256)","not null","","","",""
"AssessmentSummary","TapSubtypeID","varchar(256)","not null","","","",""
"AssessmentSummary","Exposure","varchar(100)","nullable","","","entity.Exposure",""
"AssessmentSummary","PMT_PayloadId","varchar(256)","not null","","","",""
"AssessmentSummary_Name_L10N","PMT_ID","varchar(100)","not null","primary key","","",""
"AssessmentSummary_Name_L10N","PMT_Parent","varchar(100)","nullable","","","entity.AssessmentSummary",""
"AssessmentSummary_Name_L10N","Language","varchar(5)","not null","","typekey.LanguageType","",""
"AssessmentSummary_Name_L10N","LoadCommandID","int8","nullable","","","",""
"AssessmentSummary_Name_L10N","Value","varchar(255)","not null","","","",""
"AssessmentSummary_Name_L10N","PMT_PayloadId","varchar(256)","not null","","","",""
"AssignableQueue","PMT_ID","varchar(100)","not null","primary key","","",""
"AssignableQueue","Description","varchar(255)","nullable","","","",""
"AssignableQueue","LoadCommandID","int8","nullable","","","",""
"AssignableQueue","Name","varchar(255)","nullable","","","",""
"AssignableQueue","SubGroupVisible","bool","not null","","","",""
"AssignableQueue","Group_","varchar(100)","nullable","","","entity.Group",""
"AssignableQueue","PMT_PayloadId","varchar(256)","not null","","","",""
"AssociatedClaim_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"AssociatedClaim_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Evaluation",""
"AssociatedClaim_Ext","AdditionalInsured_Ext","bool","nullable","","","",""
"AssociatedClaim_Ext","ClaimNumber","varchar(40)","nullable","","","",""
"AssociatedClaim_Ext","LoadCommandID","int8","nullable","","","",""
"AssociatedClaim_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"Attorney","PMT_ID","varchar(100)","not null","primary key","","",""
"Attorney","AbstractReadyFlag_Ext","bool","nullable","","","",""
"Attorney","AddressBookUID","varchar(64)","nullable","","","",""
"Attorney","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"Attorney","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"Attorney","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"Attorney","AttorneyLicense","varchar(30)","nullable","","","",""
"Attorney","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"Attorney","AttorneySpecialty","varchar(24)","nullable","","typekey.LegalSpecialty","",""
"Attorney","AuthorizationID","varchar(64)","nullable","","","",""
"Attorney","CellPhone","varchar(30)","nullable","","","",""
"Attorney","CellPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Attorney","CellPhoneExtension","varchar(60)","nullable","","","",""
"Attorney","ClaimUpdatesViaEmailOptIn","varchar(16)","nullable","","typekey.PreferredEmailType","",""
"Attorney","ClaimUpdatesViaTextOptIn","varchar(11)","nullable","","typekey.PreferredPhoneNumberType","",""
"Attorney","ClaimantIDType","varchar(1)","nullable","","typekey.ClaimantIDType","",""
"Attorney","Coverage1_Ext","bool","nullable","","","",""
"Attorney","DateOfBirth","timestamp","nullable","","","",""
"Attorney","DateOfDeath_Ext","timestamp","nullable","","","",""
"Attorney","Defense_Ext","bool","nullable","","","",""
"Attorney","EducationLevel","varchar(2)","nullable","","","",""
"Attorney","EmailAddress1","varchar(60)","nullable","","","",""
"Attorney","EmailAddress2","varchar(60)","nullable","","","",""
"Attorney","EmployeeSecurityID","varchar(15)","nullable","","","",""
"Attorney","FaxPhone","varchar(30)","nullable","","","",""
"Attorney","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Attorney","FaxPhoneExtension","varchar(60)","nullable","","","",""
"Attorney","FirstName","varchar(255)","nullable","","","",""
"Attorney","FirstNameKanji","varchar(255)","nullable","","","",""
"Attorney","FormerName","varchar(255)","nullable","","","",""
"Attorney","Gender","varchar(11)","nullable","","typekey.GenderType","",""
"Attorney","GreenCardNumber","varchar(15)","nullable","","","",""
"Attorney","HomePhone","varchar(30)","nullable","","","",""
"Attorney","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Attorney","HomePhoneExtension","varchar(60)","nullable","","","",""
"Attorney","Is1099Rep_Ext","bool","nullable","","","",""
"Attorney","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"Attorney","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"Attorney","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"Attorney","JurisdictionAssignedID","varchar(15)","nullable","","","",""
"Attorney","LastName","varchar(255)","nullable","","","",""
"Attorney","LastNameKanji","varchar(255)","nullable","","","",""
"Attorney","LicenseNumber","varchar(50)","nullable","","","",""
"Attorney","LicenseState","varchar(18)","nullable","","typekey.Jurisdiction","",""
"Attorney","LoadCommandID","int8","nullable","","","",""
"Attorney","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Attorney","MaritalStatus","varchar(9)","nullable","","typekey.MaritalStatus","",""
"Attorney","MedicareEligible_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Attorney","MiddleName","varchar(255)","nullable","","","",""
"Attorney","Name","varchar(255)","nullable","","","",""
"Attorney","NameKanji","varchar(255)","nullable","","","",""
"Attorney","NotElgblOtherReason_Ext","varchar(255)","nullable","","","",""
"Attorney","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"Attorney","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"Attorney","Notes","text","nullable","","","",""
"Attorney","NumDependents","int4","nullable","","","",""
"Attorney","NumDependentsU18","int4","nullable","","","",""
"Attorney","NumDependentsU25","int4","nullable","","","",""
"Attorney","Occupation","varchar(80)","nullable","","","",""
"Attorney","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"Attorney","PanelStatusComment_Ext","text","nullable","","","",""
"Attorney","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"Attorney","Particle","varchar(255)","nullable","","","",""
"Attorney","PassportNumber","varchar(15)","nullable","","","",""
"Attorney","PendingLinkMessage","bool","not null","","","",""
"Attorney","PolicySystemId","varchar(256)","nullable","","","",""
"Attorney","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
"Attorney","Prefix","varchar(3)","nullable","","typekey.NamePrefix","",""
"Attorney","PrimaryLanguage","varchar(5)","nullable","","typekey.LanguageType","",""
"Attorney","PrimaryLocale","varchar(5)","nullable","","typekey.LocaleType","",""
"Attorney","PrimaryPhone","varchar(6)","nullable","","typekey.PrimaryPhoneType","",""
"Attorney","PronounAggregate","varchar(12)","nullable","","typekey.PronounAggregateType","",""
"Attorney","PronounObjectiveText","varchar(30)","nullable","","","",""
"Attorney","PronounPossessiveText","varchar(30)","nullable","","","",""
"Attorney","PronounSubjectiveText","varchar(30)","nullable","","","",""
"Attorney","PublicID","varchar(64)","not null","","","",""
"Attorney","Rationale_Ext","text","nullable","","","",""
"Attorney","ReasonFrNtMediElgibl_Ext","varchar(255)","nullable","","","",""
"Attorney","ReasonNotMediElgbl_Ext","varchar(25)","nullable","","typekey.ReasonNoMedicareElgble_Ext","",""
"Attorney","RepByAttOrAdj_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Attorney","ReptTypeOf1099_Ext","varchar(23)","nullable","","typekey.ReportableTypeOf1099_Ext","",""
"Attorney","RetainDate_Ext","timestamp","nullable","","","",""
"Attorney","SSNReleaseAuthorized","bool","nullable","","","",""
"Attorney","Score","int4","nullable","","","",""
"Attorney","SexAssignedAtBirth","varchar(6)","nullable","","typekey.SexAssignedAtBirthType","",""
"Attorney","SpecialtyType","varchar(16)","nullable","","typekey.SpecialtyType","",""
"Attorney","Suffix","varchar(7)","nullable","","typekey.NameSuffix","",""
"Attorney","TCREPValue_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"Attorney","TaxExemptionsEntitled","numeric(2,0)","nullable","","","",""
"Attorney","TaxFilingStatus","varchar(16)","nullable","","typekey.TaxFilingStatusType","",""
"Attorney","TaxID","varchar(30)","nullable","","","",""
"Attorney","TaxStatus","varchar(11)","nullable","","typekey.TaxStatus","",""
"Attorney","VendorNumber","varchar(60)","nullable","","","",""
"Attorney","VendorType","varchar(16)","nullable","","typekey.VendorType","",""
"Attorney","VisaNumber","varchar(15)","nullable","","","",""
"Attorney","W9Received","bool","nullable","","","",""
"Attorney","W9ReceivedDate","timestamp","nullable","","","",""
"Attorney","W9ValidFrom","timestamp","nullable","","","",""
"Attorney","W9ValidTo","timestamp","nullable","","","",""
"Attorney","WithholdingRate","numeric(4,1)","nullable","","","",""
"Attorney","WorkPhone","varchar(30)","nullable","","","",""
"Attorney","WorkPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"Attorney","WorkPhoneExtension","varchar(60)","nullable","","","",""
"Attorney","PrimaryAddress","varchar(100)","nullable","","","entity.Address",""
"Attorney","PMT_PayloadId","varchar(256)","not null","","","",""
"AutoCoverageForm_Ext","PMT_ID","varchar(100)","not null","primary key","","",""
"AutoCoverageForm_Ext","PMT_Parent","varchar(100)","nullable","","","entity.Exposure",""
"AutoCoverageForm_Ext","AutoCovFormDes","varchar(32)","nullable","","typekey.AutoCovFormDes_Ext","",""
"AutoCoverageForm_Ext","AutoCoverageFormType","varchar(14)","nullable","","typekey.AutoCoverageFormType_Ext","",""
"AutoCoverageForm_Ext","Comment","varchar(100)","nullable","","","",""
"AutoCoverageForm_Ext","LoadCommandID","int8","nullable","","","",""
"AutoCoverageForm_Ext","PMT_PayloadId","varchar(256)","not null","","","",""
"AutoRepairShop","PMT_ID","varchar(100)","not null","primary key","","",""
"AutoRepairShop","AbstractReadyFlag_Ext","bool","nullable","","","",""
"AutoRepairShop","AddressBookUID","varchar(64)","nullable","","","",""
"AutoRepairShop","ApprovalExpDate_Ext","timestamp","nullable","","","",""
"AutoRepairShop","ApprovalStatus_Ext","varchar(14)","nullable","","typekey.ApprovalStatOfContact_Ext","",""
"AutoRepairShop","AssignmentOfBenefitsInd_Ext","bool","nullable","","","",""
"AutoRepairShop","AttorneyRepresentative_Ext","varchar(50)","nullable","","","",""
"AutoRepairShop","AuthorizationID","varchar(64)","nullable","","","",""
"AutoRepairShop","AutoRepairLicense","varchar(30)","nullable","","","",""
"AutoRepairShop","Coverage1_Ext","bool","nullable","","","",""
"AutoRepairShop","Defense_Ext","bool","nullable","","","",""
"AutoRepairShop","DoingBusinessAs_Ext","varchar(255)","nullable","","","",""
"AutoRepairShop","EmailAddress1","varchar(60)","nullable","","","",""
"AutoRepairShop","EmailAddress2","varchar(60)","nullable","","","",""
"AutoRepairShop","FaxPhone","varchar(30)","nullable","","","",""
"AutoRepairShop","FaxPhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"AutoRepairShop","FaxPhoneExtension","varchar(60)","nullable","","","",""
"AutoRepairShop","HomePhone","varchar(30)","nullable","","","",""
"AutoRepairShop","HomePhoneCountry","varchar(11)","nullable","","typekey.PhoneCountryCode","",""
"AutoRepairShop","HomePhoneExtension","varchar(60)","nullable","","","",""
"AutoRepairShop","Is1099Rep_Ext","bool","nullable","","","",""
"AutoRepairShop","IsOfacCheckPositive_Ext","bool","nullable","","","",""
"AutoRepairShop","IsPrimaryClaimant_Ext","bool","nullable","","","",""
"AutoRepairShop","IsTranscardCheckPositive_Ext","bool","nullable","","","",""
"AutoRepairShop","LoadCommandID","int8","nullable","","","",""
"AutoRepairShop","MainOffice_Ext","varchar(7)","nullable","","typekey.YesNo","",""
"AutoRepairShop","Name","varchar(255)","nullable","","","",""
"AutoRepairShop","NameKanji","varchar(255)","nullable","","","",""
"AutoRepairShop","NotElgbleSCHIPRsn_Ext","varchar(26)","nullable","","typekey.NotElgbleSCHIPReason_Ext","",""
"AutoRepairShop","NotSCHpTxt_Ext","varchar(200)","nullable","","","",""
"AutoRepairShop","Notes","text","nullable","","","",""
"AutoRepairShop","OrganizationType","varchar(12)","nullable","","typekey.OrganizationType","",""
"AutoRepairShop","OrganizationType_Ext","varchar(13)","nullable","","typekey.OrganizationType_Ext","",""
"AutoRepairShop","PanelStatusComment_Ext","text","nullable","","","",""
"AutoRepairShop","PanelStatus_Ext","varchar(14)","nullable","","typekey.PanelStatus_Ext","",""
"AutoRepairShop","PendingLinkMessage","bool","not null","","","",""
"AutoRepairShop","PolicySystemId","varchar(256)","nullable","","","",""
"AutoRepairShop","PreferredCurrency","varchar(3)","nullable","","typekey.Currency","",""
